index,feature,importance
307,SKEW(credit.CNT_DRAWINGS_ATM_CURRENT),55
1344,MEAN(bureau.SUM(bureau_balance.MONTHS_BALANCE)),54
531,SUM(installments.DAYS_INSTALMENT),54
432,STD(credit.AMT_PAYMENT_CURRENT),54
180,STD(bureau.AMT_CREDIT_SUM_OVERDUE),54
1294,MAX(previous_app.MIN(installments.DAYS_INSTALMENT)),53
947,SUM(previous_app.MAX(installments.AMT_INSTALMENT)),53
1089,STD(previous_app.MIN(installments.DAYS_ENTRY_PAYMENT)),53
1297,STD(previous_app.MAX(installments.NUM_INSTALMENT_VERSION)),53
140,MAX(installments.AMT_INSTALMENT),53
981,STD(previous_app.SUM(installments.SK_ID_CURR)),52
103,YEARS_BEGINEXPLUATATION_AVG,52
661,SKEW(previous_app.SUM(cash.CNT_INSTALMENT)),52
300,SKEW(previous_app.DAYS_LAST_DUE),52
785,STD(previous_app.MAX(installments.AMT_INSTALMENT)),51
265,MIN(bureau.AMT_ANNUITY),51
1204,MAX(previous_app.MEAN(credit.AMT_TOTAL_RECEIVABLE)),51
330,SKEW(cash.SK_DPD),51
138,MEAN(cash.CNT_INSTALMENT),50
1045,SUM(bureau.MEAN(bureau_balance.MONTHS_BALANCE)),50
472,MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL),50
718,MIN(previous_app.SKEW(cash.CNT_INSTALMENT)),50
275,STD(credit.CNT_DRAWINGS_CURRENT),50
40,LIVINGAPARTMENTS_MEDI,49
434,MIN(previous_app.DAYS_LAST_DUE),49
1584,MIN(previous_app.SUM(installments.DAYS_INSTALMENT)),49
190,SUM(credit.MONTHS_BALANCE),48
233,SKEW(previous_app.DAYS_FIRST_DUE),48
68,YEARS_BUILD_AVG,48
1022,MEAN(previous_app.MIN(installments.NUM_INSTALMENT_VERSION)),48
967,MIN(previous_app.STD(credit.CNT_DRAWINGS_ATM_CURRENT)),47
311,SKEW(credit.CNT_INSTALMENT_MATURE_CUM),47
913,MIN(previous_app.STD(cash.SK_DPD_DEF)),47
256,MIN(previous_app.DAYS_TERMINATION),47
676,MEAN(bureau.MAX(bureau_balance.MONTHS_BALANCE)),47
1615,STD(previous_app.SUM(installments.DAYS_ENTRY_PAYMENT)),47
335,SUM(bureau.AMT_ANNUITY),46
989,MIN(previous_app.MEAN(cash.CNT_INSTALMENT)),46
293,SUM(installments.DAYS_ENTRY_PAYMENT),46
1487,MAX(previous_app.MIN(installments.DAYS_ENTRY_PAYMENT)),46
689,MEAN(previous_app.MAX(cash.CNT_INSTALMENT)),46
1366,SUM(previous_app.MEAN(credit.CNT_DRAWINGS_ATM_CURRENT)),46
958,SKEW(previous_app.MAX(installments.AMT_PAYMENT)),46
4,FLAG_PHONE,46
1645,SUM(previous_app.STD(installments.AMT_INSTALMENT)),46
131,SKEW(credit.AMT_CREDIT_LIMIT_ACTUAL),46
753,SUM(previous_app.MEAN(cash.SK_DPD_DEF)),46
916,MEAN(previous_app.MAX(cash.SK_DPD_DEF)),46
1252,MIN(bureau.MAX(bureau_balance.MONTHS_BALANCE)),46
1121,MIN(previous_app.MEAN(installments.DAYS_ENTRY_PAYMENT)),45
1342,MEAN(previous_app.MEAN(cash.SK_DPD_DEF)),45
197,MAX(installments.AMT_PAYMENT),45
751,MEAN(previous_app.SKEW(credit.CNT_INSTALMENT_MATURE_CUM)),45
1326,MEAN(previous_app.MIN(installments.DAYS_ENTRY_PAYMENT)),45
73,LIVINGAPARTMENTS_AVG,45
438,STD(previous_app.NFLAG_INSURED_ON_APPROVAL),44
534,SKEW(previous_app.DAYS_TERMINATION),44
658,STD(previous_app.COUNT(credit)),44
34,FLOORSMIN_MODE,44
213,SKEW(previous_app.DAYS_LAST_DUE_1ST_VERSION),44
181,STD(credit.AMT_INST_MIN_REGULARITY),44
196,MIN(credit.AMT_BALANCE),44
771,MEAN(previous_app.SKEW(cash.SK_DPD)),43
1044,MAX(bureau.COUNT(bureau_balance)),43
1480,MEAN(previous_app.MAX(cash.CNT_INSTALMENT_FUTURE)),43
1009,MAX(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),43
1043,MAX(bureau.MEAN(bureau_balance.MONTHS_BALANCE)),42
610,MIN(previous_app.MAX(installments.DAYS_ENTRY_PAYMENT)),42
85,BASEMENTAREA_MEDI,42
884,MAX(bureau.SUM(bureau_balance.MONTHS_BALANCE)),42
1244,STD(previous_app.SUM(installments.NUM_INSTALMENT_NUMBER)),42
1187,STD(previous_app.MAX(cash.SK_DPD_DEF)),42
700,SUM(previous_app.MAX(cash.CNT_INSTALMENT_FUTURE)),42
1139,MIN(previous_app.SKEW(cash.SK_DPD)),42
1334,SUM(previous_app.MAX(cash.CNT_INSTALMENT)),42
1550,STD(previous_app.MEAN(cash.MONTHS_BALANCE)),41
66,FLOORSMIN_AVG,41
322,STD(cash.SK_DPD_DEF),41
1001,STD(previous_app.MEAN(cash.SK_DPD)),41
1591,MEAN(previous_app.MEAN(cash.MONTHS_BALANCE)),41
1170,STD(previous_app.MEAN(installments.DAYS_INSTALMENT)),41
1285,SKEW(previous_app.STD(installments.NUM_INSTALMENT_VERSION)),41
516,SKEW(credit.AMT_PAYMENT_CURRENT),41
280,MAX(previous_app.DAYS_LAST_DUE),41
1019,MAX(previous_app.MIN(cash.MONTHS_BALANCE)),40
1656,MAX(previous_app.SKEW(cash.SK_DPD_DEF)),40
244,STD(credit.AMT_RECIVABLE),40
707,SUM(previous_app.SKEW(cash.SK_DPD_DEF)),40
1471,SKEW(previous_app.SUM(installments.AMT_INSTALMENT)),39
390,MEAN(credit.AMT_DRAWINGS_ATM_CURRENT),39
39,FLAG_DOCUMENT_13,39
922,MIN(previous_app.STD(cash.CNT_INSTALMENT)),39
480,SKEW(credit.AMT_PAYMENT_TOTAL_CURRENT),39
159,SKEW(cash.SK_DPD_DEF),39
106,FLOORSMAX_AVG,39
704,SUM(previous_app.SKEW(credit.CNT_DRAWINGS_ATM_CURRENT)),38
716,SUM(previous_app.STD(cash.SK_DPD_DEF)),38
1530,MEAN(previous_app.SUM(installments.DAYS_INSTALMENT)),38
1154,MAX(previous_app.MEAN(credit.AMT_BALANCE)),37
1441,MEAN(previous_app.MAX(installments.NUM_INSTALMENT_VERSION)),37
1469,STD(previous_app.MAX(installments.DAYS_INSTALMENT)),37
841,STD(bureau.MAX(bureau_balance.MONTHS_BALANCE)),37
102,OBS_30_CNT_SOCIAL_CIRCLE,37
1038,SKEW(previous_app.MIN(installments.AMT_PAYMENT)),37
1083,MEAN(previous_app.MEAN(installments.DAYS_INSTALMENT)),37
111,ENTRANCES_MODE,37
692,MEAN(bureau.MIN(bureau_balance.MONTHS_BALANCE)),36
949,STD(previous_app.MAX(cash.CNT_INSTALMENT)),36
144,MEAN(credit.AMT_RECIVABLE),36
1270,SKEW(previous_app.STD(installments.DAYS_INSTALMENT)),36
878,SKEW(previous_app.MIN(cash.MONTHS_BALANCE)),36
1000,MAX(previous_app.SKEW(credit.AMT_CREDIT_LIMIT_ACTUAL)),36
1672,SUM(previous_app.SKEW(credit.AMT_CREDIT_LIMIT_ACTUAL)),36
397,MAX(credit.AMT_PAYMENT_CURRENT),36
155,SKEW(credit.CNT_DRAWINGS_POS_CURRENT),36
16,ELEVATORS_AVG,36
691,STD(previous_app.MIN(installments.NUM_INSTALMENT_VERSION)),35
77,NONLIVINGAPARTMENTS_MODE,35
1359,STD(previous_app.MAX(installments.AMT_PAYMENT)),35
137,MIN(cash.CNT_INSTALMENT),35
1560,SKEW(previous_app.STD(cash.CNT_INSTALMENT)),35
18,FLOORSMAX_MODE,35
350,SKEW(bureau.AMT_ANNUITY),35
1684,MEAN(previous_app.MEAN(installments.NUM_INSTALMENT_NUMBER)),35
1108,SUM(previous_app.SKEW(cash.SK_DPD)),35
1088,STD(previous_app.MEAN(cash.CNT_INSTALMENT)),35
1664,SKEW(previous_app.SUM(installments.DAYS_INSTALMENT)),35
723,MAX(previous_app.STD(credit.CNT_DRAWINGS_ATM_CURRENT)),34
129,MAX(previous_app.DAYS_TERMINATION),34
671,SUM(bureau.MAX(bureau_balance.MONTHS_BALANCE)),34
985,SUM(previous_app.MAX(installments.NUM_INSTALMENT_NUMBER)),34
1686,MEAN(previous_app.MAX(installments.AMT_PAYMENT)),34
1308,SUM(previous_app.STD(credit.AMT_CREDIT_LIMIT_ACTUAL)),34
514,MIN(previous_app.DAYS_FIRST_DUE),34
839,STD(previous_app.SKEW(cash.SK_DPD_DEF)),34
526,SKEW(bureau.CNT_CREDIT_PROLONG),33
1378,SKEW(previous_app.MEAN(cash.MONTHS_BALANCE)),33
977,MIN(previous_app.COUNT(installments)),33
573,SUM(previous_app.SKEW(credit.AMT_INST_MIN_REGULARITY)),33
7,REGION_RATING_CLIENT,32
1546,SUM(previous_app.MEAN(installments.DAYS_ENTRY_PAYMENT)),32
1051,STD(previous_app.MEAN(cash.SK_DPD_DEF)),32
1113,MEAN(previous_app.SKEW(credit.AMT_CREDIT_LIMIT_ACTUAL)),32
1492,SUM(previous_app.MAX(cash.MONTHS_BALANCE)),32
1189,MAX(previous_app.STD(cash.MONTHS_BALANCE)),31
1151,MEAN(previous_app.STD(credit.CNT_DRAWINGS_CURRENT)),31
1024,MAX(previous_app.MEAN(cash.SK_DPD)),31
1604,MAX(previous_app.MEAN(cash.CNT_INSTALMENT)),31
890,MIN(previous_app.STD(installments.DAYS_INSTALMENT)),31
57,CNT_CHILDREN,31
489,SUM(credit.SK_ID_CURR),31
657,MIN(previous_app.STD(cash.MONTHS_BALANCE)),31
1450,SKEW(previous_app.STD(installments.DAYS_ENTRY_PAYMENT)),31
1161,SKEW(previous_app.MEAN(installments.NUM_INSTALMENT_VERSION)),31
649,SUM(bureau.MIN(bureau_balance.MONTHS_BALANCE)),31
1482,MEAN(previous_app.STD(credit.CNT_DRAWINGS_ATM_CURRENT)),30
466,MIN(credit.AMT_CREDIT_LIMIT_ACTUAL),30
1548,MIN(previous_app.MEAN(installments.DAYS_INSTALMENT)),30
278,COUNT(cash),30
21,COMMONAREA_MEDI,30
1395,MIN(previous_app.MEAN(credit.AMT_BALANCE)),30
1448,MEAN(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),30
246,NUM_UNIQUE(previous_app.NAME_PRODUCT_TYPE),30
203,SKEW(credit.CNT_DRAWINGS_CURRENT),30
1506,MEAN(previous_app.MAX(installments.DAYS_INSTALMENT)),29
728,MEAN(previous_app.SUM(credit.CNT_DRAWINGS_ATM_CURRENT)),29
249,MIN(previous_app.CNT_PAYMENT),29
70,NONLIVINGAPARTMENTS_AVG,29
1387,MIN(previous_app.SUM(credit.SK_ID_CURR)),29
1685,SUM(previous_app.MAX(installments.DAYS_ENTRY_PAYMENT)),29
937,SKEW(previous_app.MEAN(installments.NUM_INSTALMENT_NUMBER)),29
755,MAX(previous_app.SUM(cash.SK_DPD)),29
174,MAX(credit.AMT_INST_MIN_REGULARITY),29
1404,MIN(previous_app.MEAN(cash.MONTHS_BALANCE)),29
793,SKEW(previous_app.MEAN(installments.DAYS_INSTALMENT)),28
727,MIN(previous_app.NUM_UNIQUE(credit.NAME_CONTRACT_STATUS)),28
1106,MAX(previous_app.MEAN(cash.SK_DPD_DEF)),28
1148,MAX(previous_app.MEAN(credit.AMT_PAYMENT_CURRENT)),28
1055,MAX(previous_app.SUM(installments.NUM_INSTALMENT_NUMBER)),28
383,MIN(bureau_balance.MONTHS_BALANCE),28
173,SKEW(credit.AMT_RECEIVABLE_PRINCIPAL),28
165,MAX(cash.SK_DPD_DEF),28
604,MIN(previous_app.MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL)),28
747,MIN(previous_app.MEAN(installments.NUM_INSTALMENT_VERSION)),28
1077,MIN(previous_app.COUNT(cash)),27
788,MAX(previous_app.SUM(cash.SK_DPD_DEF)),27
1574,STD(previous_app.SKEW(cash.SK_DPD)),27
1399,SUM(previous_app.MIN(cash.MONTHS_BALANCE)),27
1680,STD(previous_app.MIN(installments.DAYS_INSTALMENT)),27
1382,SKEW(previous_app.MIN(installments.DAYS_ENTRY_PAYMENT)),27
161,MAX(credit.CNT_DRAWINGS_CURRENT),27
564,MIN(previous_app.MAX(installments.DAYS_INSTALMENT)),27
273,MAX(credit.AMT_DRAWINGS_ATM_CURRENT),27
939,SUM(previous_app.MAX(credit.CNT_DRAWINGS_CURRENT)),26
1540,SKEW(previous_app.STD(installments.AMT_INSTALMENT)),26
754,SUM(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),26
552,STD(credit.AMT_DRAWINGS_POS_CURRENT),26
510,COUNT(installments),26
51,AMT_REQ_CREDIT_BUREAU_MON,26
1468,MIN(previous_app.SKEW(cash.SK_DPD_DEF)),26
1400,SKEW(previous_app.MAX(installments.AMT_INSTALMENT)),26
458,STD(credit.CNT_DRAWINGS_POS_CURRENT),26
1461,SKEW(previous_app.MEAN(installments.DAYS_ENTRY_PAYMENT)),26
815,SKEW(previous_app.SUM(cash.CNT_INSTALMENT_FUTURE)),26
408,STD(credit.AMT_DRAWINGS_OTHER_CURRENT),26
1235,MIN(previous_app.SKEW(credit.AMT_CREDIT_LIMIT_ACTUAL)),26
521,NUM_UNIQUE(previous_app.PRODUCT_COMBINATION),26
1301,STD(previous_app.MAX(cash.CNT_INSTALMENT_FUTURE)),26
1041,MEAN(previous_app.COUNT(credit)),25
279,MAX(credit.AMT_DRAWINGS_CURRENT),25
429,MIN(credit.AMT_PAYMENT_CURRENT),25
881,MEAN(previous_app.SUM(credit.AMT_CREDIT_LIMIT_ACTUAL)),25
960,MIN(bureau.SUM(bureau_balance.MONTHS_BALANCE)),25
354,MIN(installments.DAYS_INSTALMENT),25
1432,SKEW(previous_app.STD(cash.MONTHS_BALANCE)),25
1046,STD(previous_app.MEAN(installments.DAYS_ENTRY_PAYMENT)),25
615,MEAN(previous_app.STD(cash.SK_DPD)),24
1012,MAX(bureau.NUM_UNIQUE(bureau_balance.STATUS)),24
660,MIN(previous_app.MEAN(installments.NUM_INSTALMENT_NUMBER)),24
1287,MAX(previous_app.MEAN(installments.NUM_INSTALMENT_NUMBER)),24
637,SUM(previous_app.MIN(installments.DAYS_ENTRY_PAYMENT)),24
1660,MEAN(bureau.COUNT(bureau_balance)),24
1149,SKEW(previous_app.STD(installments.NUM_INSTALMENT_NUMBER)),24
1216,MEAN(previous_app.MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL)),23
1470,SUM(previous_app.MAX(installments.AMT_PAYMENT)),23
240,MAX(installments.NUM_INSTALMENT_NUMBER),23
555,MIN(credit.AMT_RECEIVABLE_PRINCIPAL),23
133,NUM_UNIQUE(bureau.CREDIT_ACTIVE),23
483,SKEW(credit.AMT_DRAWINGS_CURRENT),23
1589,MIN(previous_app.MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT)),23
693,MIN(previous_app.MAX(credit.CNT_DRAWINGS_CURRENT)),23
219,SKEW(credit.AMT_TOTAL_RECEIVABLE),23
1147,MIN(previous_app.SUM(installments.NUM_INSTALMENT_NUMBER)),22
1198,MAX(previous_app.MIN(cash.CNT_INSTALMENT)),22
373,MIN(installments.DAYS_ENTRY_PAYMENT),22
398,NUM_UNIQUE(previous_app.WEEKDAY_APPR_PROCESS_START),22
1316,SUM(previous_app.MAX(installments.DAYS_INSTALMENT)),22
963,MAX(previous_app.STD(credit.CNT_DRAWINGS_CURRENT)),22
262,MAX(bureau_balance.MONTHS_BALANCE),22
984,STD(previous_app.SUM(cash.SK_DPD_DEF)),22
605,MIN(previous_app.STD(installments.NUM_INSTALMENT_VERSION)),22
1445,SUM(previous_app.MEAN(cash.MONTHS_BALANCE)),22
797,SUM(previous_app.SKEW(credit.CNT_INSTALMENT_MATURE_CUM)),22
194,MAX(credit.CNT_DRAWINGS_POS_CURRENT),22
1499,MAX(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),22
44,FLAG_OWN_CAR,21
789,SKEW(previous_app.NUM_UNIQUE(cash.NAME_CONTRACT_STATUS)),21
377,SUM(credit.CNT_DRAWINGS_CURRENT),21
259,MAX(credit.AMT_DRAWINGS_POS_CURRENT),21
1011,SKEW(previous_app.MAX(installments.DAYS_INSTALMENT)),21
569,MAX(previous_app.STD(cash.SK_DPD_DEF)),21
110,FLOORSMAX_MEDI,21
141,SUM(previous_app.DAYS_FIRST_DRAWING),21
1567,SUM(previous_app.MEAN(installments.DAYS_INSTALMENT)),21
578,SUM(previous_app.MEAN(credit.SK_ID_CURR)),21
1472,MIN(previous_app.NUM_UNIQUE(cash.NAME_CONTRACT_STATUS)),21
1643,SKEW(previous_app.MAX(cash.MONTHS_BALANCE)),21
160,SUM(credit.AMT_DRAWINGS_CURRENT),21
223,MEAN(credit.AMT_RECEIVABLE_PRINCIPAL),21
123,MIN(credit.AMT_TOTAL_RECEIVABLE),21
464,STD(credit.AMT_DRAWINGS_ATM_CURRENT),21
1097,STD(previous_app.MEAN(installments.NUM_INSTALMENT_NUMBER)),21
515,SKEW(credit.AMT_DRAWINGS_POS_CURRENT),20
431,MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT),20
269,MIN(cash.CNT_INSTALMENT_FUTURE),20
512,SUM(bureau.AMT_CREDIT_SUM_OVERDUE),20
667,SUM(previous_app.MIN(credit.AMT_TOTAL_RECEIVABLE)),20
576,MEAN(previous_app.SKEW(credit.CNT_DRAWINGS_CURRENT)),20
714,MEAN(previous_app.MEAN(cash.SK_DPD)),20
1207,SKEW(previous_app.MAX(installments.DAYS_ENTRY_PAYMENT)),19
170,SUM(credit.AMT_PAYMENT_CURRENT),19
1638,SUM(bureau.STD(bureau_balance.MONTHS_BALANCE)),19
484,MIN(cash.MONTHS_BALANCE),19
513,NUM_UNIQUE(previous_app.CHANNEL_TYPE),19
565,SKEW(previous_app.COUNT(credit)),19
624,SKEW(previous_app.SUM(installments.DAYS_ENTRY_PAYMENT)),19
903,SUM(previous_app.MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT)),19
1153,MEAN(previous_app.MEAN(credit.AMT_BALANCE)),19
1533,SUM(bureau.NUM_UNIQUE(bureau_balance.STATUS)),19
334,STD(credit.AMT_BALANCE),19
1391,MAX(bureau.MIN(bureau_balance.MONTHS_BALANCE)),19
337,NUM_UNIQUE(previous_app.NAME_PAYMENT_TYPE),19
997,MAX(previous_app.MIN(credit.AMT_RECIVABLE)),18
122,MEAN(credit.AMT_DRAWINGS_POS_CURRENT),18
1675,SKEW(previous_app.MAX(cash.CNT_INSTALMENT)),18
385,STD(credit.AMT_DRAWINGS_CURRENT),18
215,NUM_UNIQUE(bureau.CREDIT_TYPE),18
283,SUM(previous_app.RATE_INTEREST_PRIVILEGED),18
465,STD(credit.CNT_DRAWINGS_OTHER_CURRENT),18
247,STD(previous_app.DAYS_FIRST_DRAWING),18
1401,MIN(previous_app.STD(credit.AMT_CREDIT_LIMIT_ACTUAL)),18
297,SUM(credit.AMT_TOTAL_RECEIVABLE),18
848,SUM(previous_app.MEAN(credit.AMT_BALANCE)),17
836,MAX(previous_app.SKEW(credit.AMT_INST_MIN_REGULARITY)),17
1610,MAX(previous_app.COUNT(cash)),17
1309,MAX(previous_app.MEAN(credit.MONTHS_BALANCE)),17
479,MAX(cash.CNT_INSTALMENT),17
1575,MAX(previous_app.NUM_UNIQUE(cash.NAME_CONTRACT_STATUS)),17
938,MEAN(previous_app.MAX(credit.CNT_DRAWINGS_CURRENT)),17
171,MEAN(bureau.CREDIT_DAY_OVERDUE),17
126,MAX(bureau.CREDIT_DAY_OVERDUE),17
127,MEAN(credit.AMT_INST_MIN_REGULARITY),17
1653,MAX(bureau.STD(bureau_balance.MONTHS_BALANCE)),17
128,NUM_UNIQUE(cash.NAME_CONTRACT_STATUS),17
931,SUM(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),16
1226,MAX(previous_app.COUNT(installments)),16
1616,MEAN(previous_app.SKEW(credit.AMT_DRAWINGS_CURRENT)),16
1523,MIN(previous_app.SUM(credit.AMT_CREDIT_LIMIT_ACTUAL)),16
169,NUM_UNIQUE(previous_app.NAME_GOODS_CATEGORY),16
1111,MIN(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),16
1142,MEAN(previous_app.SUM(credit.AMT_PAYMENT_TOTAL_CURRENT)),16
1288,MIN(previous_app.MAX(cash.CNT_INSTALMENT_FUTURE)),16
481,SUM(credit.CNT_DRAWINGS_POS_CURRENT),16
1323,MIN(bureau.NUM_UNIQUE(bureau_balance.STATUS)),16
393,NUM_UNIQUE(previous_app.NAME_TYPE_SUITE),16
1265,SUM(previous_app.MEAN(credit.AMT_TOTAL_RECEIVABLE)),16
419,MAX(credit.AMT_BALANCE),16
896,SKEW(previous_app.MIN(installments.NUM_INSTALMENT_VERSION)),16
1100,MEAN(previous_app.MAX(cash.SK_DPD)),16
356,SUM(credit.AMT_DRAWINGS_ATM_CURRENT),16
720,SUM(previous_app.MIN(credit.AMT_CREDIT_LIMIT_ACTUAL)),16
93,REG_CITY_NOT_WORK_CITY,16
389,MAX(credit.AMT_TOTAL_RECEIVABLE),15
14,HOUSETYPE_MODE,15
780,MIN(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),15
551,NUM_UNIQUE(previous_app.NAME_YIELD_GROUP),15
872,MEAN(previous_app.SKEW(credit.AMT_RECEIVABLE_PRINCIPAL)),15
912,SKEW(previous_app.MAX(installments.NUM_INSTALMENT_VERSION)),15
62,AMT_REQ_CREDIT_BUREAU_WEEK,15
834,SKEW(previous_app.MEAN(cash.CNT_INSTALMENT)),15
835,MIN(previous_app.MAX(installments.NUM_INSTALMENT_VERSION)),15
1462,SUM(previous_app.MEAN(credit.AMT_PAYMENT_CURRENT)),15
80,AMT_REQ_CREDIT_BUREAU_DAY,15
268,MEAN(previous_app.NFLAG_LAST_APPL_IN_DAY),15
405,SUM(credit.SK_DPD),15
83,FLOORSMIN_MEDI,15
517,MAX(previous_app.AMT_GOODS_PRICE),15
838,MIN(previous_app.MAX(cash.CNT_INSTALMENT)),15
205,NUM_UNIQUE(bureau_balance.STATUS),15
1246,MIN(previous_app.SKEW(credit.AMT_PAYMENT_CURRENT)),14
851,SKEW(previous_app.MIN(cash.CNT_INSTALMENT_FUTURE)),14
195,MEAN(credit.CNT_DRAWINGS_POS_CURRENT),14
1095,MIN(previous_app.MAX(cash.SK_DPD)),14
1583,MIN(previous_app.STD(cash.SK_DPD)),14
640,MAX(previous_app.STD(cash.SK_DPD)),14
172,MEAN(credit.AMT_DRAWINGS_CURRENT),14
944,MEAN(previous_app.STD(credit.AMT_PAYMENT_CURRENT)),14
1507,MEAN(previous_app.MIN(installments.DAYS_INSTALMENT)),14
455,SUM(cash.SK_DPD_DEF),14
1416,MEAN(previous_app.SUM(cash.SK_DPD)),14
1240,SUM(previous_app.MEAN(cash.SK_DPD)),14
1070,MIN(previous_app.MAX(credit.AMT_PAYMENT_CURRENT)),14
492,MAX(credit.AMT_CREDIT_LIMIT_ACTUAL),14
292,MEAN(credit.AMT_BALANCE),14
362,SUM(credit.AMT_INST_MIN_REGULARITY),13
395,STD(cash.SK_DPD),13
368,MEAN(cash.SK_DPD),13
1565,MIN(previous_app.SUM(credit.CNT_DRAWINGS_CURRENT)),13
65,ELEVATORS_MODE,13
1032,SKEW(previous_app.SUM(installments.SK_ID_CURR)),13
929,MIN(previous_app.SUM(cash.SK_DPD)),13
951,MIN(previous_app.MEAN(credit.AMT_TOTAL_RECEIVABLE)),13
176,STD(credit.AMT_PAYMENT_TOTAL_CURRENT),13
870,MIN(previous_app.MAX(credit.AMT_DRAWINGS_POS_CURRENT)),13
598,SUM(previous_app.NUM_UNIQUE(cash.NAME_CONTRACT_STATUS)),13
1195,MIN(previous_app.SUM(credit.AMT_PAYMENT_CURRENT)),13
97,FLAG_DOCUMENT_9,13
1642,MIN(previous_app.STD(credit.AMT_RECEIVABLE_PRINCIPAL)),13
639,MAX(previous_app.MIN(credit.CNT_DRAWINGS_POS_CURRENT)),13
1010,NUM_UNIQUE(bureau.MODE(bureau_balance.STATUS)),13
305,SKEW(previous_app.NFLAG_INSURED_ON_APPROVAL),13
433,SUM(credit.AMT_PAYMENT_TOTAL_CURRENT),13
1098,MAX(previous_app.SUM(credit.AMT_PAYMENT_CURRENT)),12
1002,SKEW(previous_app.MIN(cash.CNT_INSTALMENT)),12
1109,MIN(previous_app.SKEW(credit.AMT_RECEIVABLE_PRINCIPAL)),12
930,MIN(previous_app.SKEW(credit.AMT_DRAWINGS_CURRENT)),12
1146,SKEW(previous_app.SUM(cash.SK_ID_CURR)),12
966,MIN(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),12
879,SKEW(previous_app.SUM(cash.SK_DPD)),12
1220,MIN(previous_app.SKEW(credit.AMT_BALANCE)),12
1511,MIN(previous_app.MEAN(credit.AMT_PAYMENT_CURRENT)),12
1351,MEAN(previous_app.SUM(credit.AMT_PAYMENT_CURRENT)),12
360,STD(bureau.CNT_CREDIT_PROLONG),12
634,SUM(previous_app.MAX(installments.NUM_INSTALMENT_VERSION)),12
420,MIN(credit.AMT_INST_MIN_REGULARITY),12
1355,STD(previous_app.MAX(cash.SK_DPD)),12
332,MAX(credit.AMT_DRAWINGS_OTHER_CURRENT),12
448,SUM(credit.AMT_DRAWINGS_POS_CURRENT),12
437,NUM_UNIQUE(previous_app.NAME_SELLER_INDUSTRY),12
163,SUM(credit.CNT_INSTALMENT_MATURE_CUM),12
628,SKEW(previous_app.MAX(installments.NUM_INSTALMENT_NUMBER)),12
1293,SKEW(previous_app.MAX(cash.CNT_INSTALMENT_FUTURE)),11
917,MIN(previous_app.STD(credit.CNT_DRAWINGS_POS_CURRENT)),11
418,MAX(cash.CNT_INSTALMENT_FUTURE),11
684,MIN(previous_app.MAX(credit.AMT_TOTAL_RECEIVABLE)),11
503,SUM(previous_app.NFLAG_INSURED_ON_APPROVAL),11
698,SUM(previous_app.MIN(credit.AMT_DRAWINGS_POS_CURRENT)),11
208,STD(credit.CNT_INSTALMENT_MATURE_CUM),11
558,MEAN(credit.CNT_INSTALMENT_MATURE_CUM),11
1110,MAX(previous_app.SKEW(credit.AMT_TOTAL_RECEIVABLE)),11
759,MAX(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),11
22,FLAG_EMAIL,11
456,MAX(credit.CNT_DRAWINGS_ATM_CURRENT),11
191,SUM(credit.AMT_DRAWINGS_OTHER_CURRENT),11
559,MAX(credit.AMT_RECEIVABLE_PRINCIPAL),11
1570,MEAN(previous_app.MEAN(credit.AMT_RECIVABLE)),11
495,SKEW(credit.SK_DPD),10
752,MEAN(previous_app.SKEW(credit.AMT_BALANCE)),10
210,STD(credit.MONTHS_BALANCE),10
842,SUM(previous_app.STD(credit.AMT_INST_MIN_REGULARITY)),10
1254,SUM(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),10
599,MAX(previous_app.SKEW(credit.AMT_DRAWINGS_ATM_CURRENT)),10
179,COUNT(previous_app),10
650,MEAN(previous_app.SKEW(credit.AMT_DRAWINGS_POS_CURRENT)),10
158,MIN(previous_app.RATE_INTEREST_PRIMARY),10
614,SUM(previous_app.MAX(credit.AMT_PAYMENT_TOTAL_CURRENT)),10
1328,MIN(previous_app.MAX(installments.NUM_INSTALMENT_NUMBER)),10
535,STD(bureau.CREDIT_DAY_OVERDUE),10
460,MAX(credit.AMT_PAYMENT_TOTAL_CURRENT),10
1418,MAX(previous_app.SUM(credit.MONTHS_BALANCE)),10
1304,MEAN(previous_app.STD(credit.AMT_PAYMENT_TOTAL_CURRENT)),10
1578,SUM(previous_app.SKEW(credit.AMT_DRAWINGS_CURRENT)),10
