index,feature,importance
1455,SKEW(previous_app.SUM(credit.CNT_INSTALMENT_MATURE_CUM)),0
1456,STD(previous_app.MAX(credit.AMT_TOTAL_RECEIVABLE)),0
522,SKEW(installments.SK_ID_CURR),0
1052,SKEW(previous_app.MAX(credit.CNT_INSTALMENT_MATURE_CUM)),0
1518,STD(previous_app.SKEW(credit.AMT_RECEIVABLE_PRINCIPAL)),0
200,MODE(previous_app.FLAG_LAST_APPL_PER_CONTRACT),0
1632,STD(previous_app.SUM(credit.AMT_INST_MIN_REGULARITY)),0
1633,STD(previous_app.SUM(credit.AMT_RECIVABLE)),0
1634,MAX(previous_app.STD(credit.AMT_PAYMENT_CURRENT)),0
230,MAX(previous_app.RATE_INTEREST_PRIVILEGED),0
1636,STD(previous_app.MEAN(credit.AMT_BALANCE)),0
209,MODE(previous_app.NAME_CLIENT_TYPE),0
1641,MIN(previous_app.MAX(cash.SK_ID_CURR)),0
1630,SKEW(previous_app.STD(credit.SK_ID_CURR)),0
188,MIN(cash.SK_DPD),0
178,STD(installments.SK_ID_CURR),0
1644,MEAN(previous_app.MIN(credit.AMT_INST_MIN_REGULARITY)),0
177,STD(cash.SK_ID_CURR),0
1646,MEAN(previous_app.MEAN(credit.AMT_TOTAL_RECEIVABLE)),0
157,MIN(previous_app.NFLAG_LAST_APPL_IN_DAY),0
1631,SUM(previous_app.MIN(credit.AMT_DRAWINGS_CURRENT)),0
231,MIN(bureau.CREDIT_DAY_OVERDUE),0
1519,SKEW(previous_app.NUM_UNIQUE(credit.NAME_CONTRACT_STATUS)),0
1620,MEAN(previous_app.MIN(credit.SK_DPD)),0
1611,SKEW(previous_app.MIN(credit.AMT_CREDIT_LIMIT_ACTUAL)),0
261,SKEW(credit.SK_ID_CURR),0
1613,SKEW(previous_app.SUM(credit.AMT_TOTAL_RECEIVABLE)),0
260,MAX(previous_app.NFLAG_LAST_APPL_IN_DAY),0
1618,MEAN(previous_app.MAX(credit.AMT_DRAWINGS_CURRENT)),0
1619,MIN(previous_app.STD(credit.AMT_TOTAL_RECEIVABLE)),0
1621,SKEW(previous_app.MEAN(credit.AMT_TOTAL_RECEIVABLE)),0
1628,MAX(previous_app.SKEW(credit.AMT_DRAWINGS_CURRENT)),0
1622,SUM(previous_app.MEAN(cash.SK_ID_CURR)),0
1623,MEAN(previous_app.SKEW(credit.SK_ID_CURR)),0
243,MAX(credit.CNT_DRAWINGS_OTHER_CURRENT),0
1625,SKEW(previous_app.MIN(credit.MONTHS_BALANCE)),0
1626,SUM(previous_app.MIN(credit.SK_DPD_DEF)),0
239,SUM(bureau.CNT_CREDIT_PROLONG),0
148,MODE(bureau.CREDIT_CURRENCY),0
1650,MIN(bureau.SKEW(bureau_balance.MONTHS_BALANCE)),0
1652,SKEW(previous_app.STD(installments.SK_ID_CURR)),0
53,FLAG_DOCUMENT_12,0
64,FLAG_DOCUMENT_7,0
58,FLAG_DOCUMENT_6,0
1676,MEAN(previous_app.MAX(credit.CNT_INSTALMENT_MATURE_CUM)),0
1677,SKEW(previous_app.STD(credit.MONTHS_BALANCE)),0
1678,STD(previous_app.MAX(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1679,MEAN(previous_app.MIN(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
1683,MIN(previous_app.MAX(credit.MONTHS_BALANCE)),0
1654,MEAN(previous_app.MAX(credit.MONTHS_BALANCE)),0
30,FLAG_DOCUMENT_15,0
19,FLAG_DOCUMENT_17,0
15,FLAG_DOCUMENT_21,0
1689,STD(previous_app.MEAN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1690,MIN(previous_app.STD(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1691,MIN(previous_app.SKEW(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1673,MAX(previous_app.STD(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
69,FLAG_CONT_MOBILE,0
1671,SKEW(previous_app.MAX(installments.SK_ID_CURR)),0
79,FLAG_DOCUMENT_10,0
1669,MEAN(previous_app.SKEW(cash.SK_ID_CURR)),0
1668,MEAN(previous_app.MIN(credit.AMT_TOTAL_RECEIVABLE)),0
1667,STD(previous_app.SUM(credit.SK_ID_CURR)),0
81,FLAG_DOCUMENT_4,0
1665,MAX(previous_app.MIN(credit.MONTHS_BALANCE)),0
82,FLAG_DOCUMENT_20,0
1663,MIN(previous_app.MEAN(credit.AMT_RECIVABLE)),0
1661,MAX(previous_app.SUM(credit.AMT_TOTAL_RECEIVABLE)),0
94,FLAG_MOBIL,0
1659,STD(previous_app.MAX(credit.MONTHS_BALANCE)),0
1658,SKEW(previous_app.MAX(cash.SK_DPD_DEF)),0
96,FLAG_DOCUMENT_2,0
108,FLAG_DOCUMENT_19,0
264,STD(credit.SK_ID_CURR),0
271,MIN(bureau.AMT_CREDIT_SUM_OVERDUE),0
1607,MEAN(previous_app.MIN(cash.SK_ID_CURR)),0
428,MEAN(previous_app.RATE_INTEREST_PRIMARY),0
1543,STD(previous_app.MAX(credit.AMT_DRAWINGS_CURRENT)),0
1409,STD(previous_app.MEAN(cash.SK_ID_CURR)),0
1545,SKEW(previous_app.STD(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
443,STD(previous_app.RATE_INTEREST_PRIMARY),0
1547,MEAN(previous_app.MAX(credit.AMT_DRAWINGS_POS_CURRENT)),0
1549,SKEW(previous_app.MIN(credit.SK_ID_CURR)),0
1554,MIN(previous_app.SKEW(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
376,STD(previous_app.RATE_INTEREST_PRIVILEGED),0
1555,MAX(previous_app.MIN(credit.AMT_BALANCE)),0
1556,MAX(previous_app.MIN(credit.SK_DPD_DEF)),0
1558,SKEW(previous_app.MAX(credit.SK_ID_CURR)),0
399,MIN(credit.AMT_PAYMENT_TOTAL_CURRENT),0
391,SUM(credit.AMT_RECIVABLE),0
384,MIN(installments.SK_ID_CURR),0
444,MIN(bureau.CNT_CREDIT_PROLONG),0
1541,MIN(previous_app.SUM(credit.MONTHS_BALANCE)),0
445,MIN(cash.SK_DPD_DEF),0
1539,MEAN(previous_app.SUM(credit.AMT_RECIVABLE)),0
1535,MEAN(previous_app.MAX(credit.SK_DPD_DEF)),0
1534,SKEW(previous_app.STD(credit.AMT_TOTAL_RECEIVABLE)),0
451,STD(credit.AMT_TOTAL_RECEIVABLE),0
476,SKEW(previous_app.DAYS_FIRST_DRAWING),0
490,SKEW(credit.MONTHS_BALANCE),0
1529,MAX(previous_app.MIN(cash.SK_DPD)),0
1528,SKEW(previous_app.MEAN(credit.AMT_DRAWINGS_POS_CURRENT)),0
491,NUM_UNIQUE(bureau.CREDIT_CURRENCY),0
1525,SKEW(previous_app.MIN(credit.CNT_DRAWINGS_POS_CURRENT)),0
493,MEAN(installments.SK_ID_CURR),0
504,MIN(previous_app.RATE_INTEREST_PRIVILEGED),0
507,SKEW(credit.AMT_RECIVABLE),0
1520,MEAN(previous_app.MAX(credit.CNT_DRAWINGS_ATM_CURRENT)),0
1563,MAX(previous_app.SKEW(cash.SK_ID_CURR)),0
372,MIN(credit.SK_DPD),0
1606,SKEW(previous_app.STD(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1596,SKEW(previous_app.MAX(cash.SK_DPD)),0
1588,STD(previous_app.SUM(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
316,MIN(credit.CNT_INSTALMENT_MATURE_CUM),0
315,MIN(credit.AMT_RECIVABLE),0
308,MIN(credit.SK_ID_CURR),0
1593,MIN(previous_app.SKEW(cash.SK_ID_CURR)),0
1595,STD(previous_app.SUM(credit.SK_DPD)),0
1597,SKEW(previous_app.MAX(credit.CNT_DRAWINGS_ATM_CURRENT)),0
1566,MEAN(previous_app.MAX(installments.SK_ID_CURR)),0
294,MEAN(credit.SK_ID_CURR),0
1601,SKEW(previous_app.STD(credit.AMT_RECEIVABLE_PRINCIPAL)),0
1602,STD(previous_app.SKEW(credit.CNT_DRAWINGS_POS_CURRENT)),0
289,MIN(credit.AMT_DRAWINGS_OTHER_CURRENT),0
281,MODE(previous_app.NAME_PAYMENT_TYPE),0
1605,SUM(previous_app.MEAN(installments.SK_ID_CURR)),0
1587,MEAN(previous_app.MEAN(installments.SK_ID_CURR)),0
1586,MAX(previous_app.MIN(credit.AMT_PAYMENT_CURRENT)),0
1585,SKEW(previous_app.MEAN(installments.SK_ID_CURR)),0
317,MODE(cash.NAME_CONTRACT_STATUS),0
324,SKEW(cash.SK_ID_CURR),0
338,MIN(cash.SK_ID_CURR),0
1580,MAX(previous_app.SKEW(credit.AMT_RECIVABLE)),0
1579,SKEW(previous_app.STD(credit.CNT_INSTALMENT_MATURE_CUM)),0
342,MEAN(cash.SK_ID_CURR),0
1577,SKEW(previous_app.MAX(credit.SK_DPD)),0
1576,STD(previous_app.MEAN(credit.AMT_RECIVABLE)),0
1573,SKEW(previous_app.MAX(credit.CNT_DRAWINGS_CURRENT)),0
363,COUNT(credit),0
1571,SKEW(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),0
366,MIN(previous_app.NFLAG_INSURED_ON_APPROVAL),0
1568,STD(previous_app.MAX(credit.AMT_PAYMENT_CURRENT)),0
371,SKEW(previous_app.RATE_INTEREST_PRIVILEGED),0
1544,MAX(previous_app.SKEW(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1374,STD(previous_app.SUM(credit.CNT_DRAWINGS_POS_CURRENT)),0
641,STD(previous_app.SKEW(credit.AMT_DRAWINGS_POS_CURRENT)),0
1169,SKEW(previous_app.MEAN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
907,MEAN(previous_app.MIN(installments.SK_ID_CURR)),0
904,SKEW(previous_app.MEAN(credit.SK_ID_CURR)),0
1165,MAX(previous_app.STD(credit.CNT_INSTALMENT_MATURE_CUM)),0
902,STD(previous_app.SUM(credit.CNT_INSTALMENT_MATURE_CUM)),0
1167,SKEW(previous_app.MEAN(credit.AMT_RECIVABLE)),0
1168,SKEW(previous_app.MAX(credit.CNT_DRAWINGS_POS_CURRENT)),0
901,MIN(previous_app.MEAN(installments.SK_ID_CURR)),0
1159,SUM(previous_app.MAX(credit.CNT_DRAWINGS_POS_CURRENT)),0
1171,STD(previous_app.SUM(credit.AMT_RECEIVABLE_PRINCIPAL)),0
899,SUM(previous_app.MIN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1173,SUM(previous_app.SKEW(cash.SK_ID_CURR)),0
1175,STD(previous_app.MIN(credit.CNT_DRAWINGS_ATM_CURRENT)),0
1176,SKEW(previous_app.MAX(credit.MONTHS_BALANCE)),0
1177,SKEW(previous_app.MAX(credit.AMT_DRAWINGS_CURRENT)),0
1160,SKEW(previous_app.MEAN(cash.SK_ID_CURR)),0
1157,STD(previous_app.MAX(credit.SK_DPD)),0
934,STD(previous_app.SKEW(credit.MONTHS_BALANCE)),0
920,SKEW(previous_app.MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
1141,SKEW(previous_app.STD(credit.AMT_DRAWINGS_POS_CURRENT)),0
932,SKEW(previous_app.SUM(credit.AMT_DRAWINGS_CURRENT)),0
1143,MIN(previous_app.SKEW(credit.SK_ID_CURR)),0
1144,SKEW(previous_app.MIN(credit.AMT_RECIVABLE)),0
1145,MAX(previous_app.STD(credit.AMT_RECIVABLE)),0
923,SKEW(previous_app.STD(credit.SK_DPD_DEF)),0
919,STD(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1156,SKEW(previous_app.SUM(credit.SK_DPD_DEF)),0
915,STD(previous_app.MIN(cash.SK_DPD)),0
1150,NUM_UNIQUE(previous_app.MODE(cash.NAME_CONTRACT_STATUS)),0
914,STD(previous_app.MIN(credit.CNT_INSTALMENT_MATURE_CUM)),0
1152,STD(previous_app.SUM(credit.AMT_DRAWINGS_POS_CURRENT)),0
911,SKEW(previous_app.SUM(credit.AMT_RECIVABLE)),0
1155,STD(previous_app.SUM(credit.MONTHS_BALANCE)),0
898,MAX(previous_app.MIN(cash.SK_ID_CURR)),0
1180,STD(previous_app.MEAN(installments.SK_ID_CURR)),0
1181,MAX(previous_app.MIN(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
865,MEAN(previous_app.MIN(credit.CNT_INSTALMENT_MATURE_CUM)),0
1202,SUM(previous_app.NUM_UNIQUE(credit.NAME_CONTRACT_STATUS)),0
1203,STD(previous_app.SKEW(cash.MONTHS_BALANCE)),0
873,MAX(previous_app.SKEW(credit.SK_ID_CURR)),0
1205,MAX(previous_app.MIN(credit.AMT_TOTAL_RECEIVABLE)),0
869,MEAN(previous_app.MIN(credit.CNT_DRAWINGS_CURRENT)),0
868,MAX(previous_app.MIN(credit.SK_DPD)),0
864,SKEW(previous_app.MIN(cash.SK_DPD)),0
895,MEAN(previous_app.MIN(installments.NUM_INSTALMENT_NUMBER)),0
863,STD(previous_app.SKEW(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1212,SKEW(previous_app.SUM(credit.SK_DPD)),0
861,MEAN(previous_app.SUM(credit.MONTHS_BALANCE)),0
860,STD(previous_app.MAX(credit.AMT_RECEIVABLE_PRINCIPAL)),0
859,MAX(previous_app.SKEW(installments.SK_ID_CURR)),0
856,SKEW(previous_app.SUM(credit.AMT_BALANCE)),0
874,MAX(previous_app.MIN(installments.SK_ID_CURR)),0
877,MIN(previous_app.MAX(installments.SK_ID_CURR)),0
1199,MAX(previous_app.SKEW(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
882,MEAN(previous_app.SUM(credit.AMT_DRAWINGS_CURRENT)),0
1197,SKEW(previous_app.STD(credit.SK_DPD)),0
885,SKEW(previous_app.MAX(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1194,STD(previous_app.SKEW(credit.SK_DPD_DEF)),0
1193,MEAN(previous_app.STD(credit.CNT_DRAWINGS_POS_CURRENT)),0
887,MAX(previous_app.SUM(credit.AMT_RECIVABLE)),0
1191,MAX(previous_app.SUM(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1190,STD(previous_app.MAX(cash.SK_ID_CURR)),0
1188,STD(previous_app.SUM(credit.AMT_PAYMENT_CURRENT)),0
891,MEAN(previous_app.MIN(cash.SK_DPD)),0
893,SKEW(previous_app.MIN(installments.SK_ID_CURR)),0
1185,SUM(previous_app.MAX(cash.SK_ID_CURR)),0
1184,MEAN(previous_app.MIN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
894,MAX(previous_app.STD(credit.SK_ID_CURR)),0
933,MEAN(bureau.SKEW(bureau_balance.MONTHS_BALANCE)),0
946,SKEW(previous_app.STD(credit.AMT_DRAWINGS_CURRENT)),0
853,STD(previous_app.MIN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1016,MIN(previous_app.SUM(credit.AMT_TOTAL_RECEIVABLE)),0
1023,MIN(previous_app.STD(credit.SK_DPD_DEF)),0
1078,STD(previous_app.SKEW(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1079,MAX(previous_app.MIN(credit.AMT_RECEIVABLE_PRINCIPAL)),0
1021,SUM(previous_app.MIN(credit.CNT_INSTALMENT_MATURE_CUM)),0
1081,SUM(previous_app.MIN(credit.CNT_DRAWINGS_CURRENT)),0
1020,SKEW(previous_app.MIN(credit.CNT_DRAWINGS_ATM_CURRENT)),0
1014,STD(previous_app.MIN(credit.SK_DPD_DEF)),0
1075,STD(previous_app.SKEW(credit.CNT_DRAWINGS_CURRENT)),0
1087,MEAN(previous_app.MIN(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1013,MEAN(previous_app.STD(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1006,MAX(previous_app.STD(credit.SK_DPD)),0
1090,SKEW(previous_app.SUM(credit.CNT_DRAWINGS_CURRENT)),0
1005,MAX(previous_app.SKEW(credit.AMT_BALANCE)),0
1092,MEAN(previous_app.STD(credit.AMT_DRAWINGS_POS_CURRENT)),0
1076,STD(previous_app.MAX(credit.CNT_DRAWINGS_CURRENT)),0
1074,MODE(previous_app.MODE(cash.NAME_CONTRACT_STATUS)),0
948,SUM(previous_app.MIN(cash.SK_DPD)),0
1036,SKEW(previous_app.MIN(credit.SK_DPD_DEF)),0
1058,STD(previous_app.SKEW(credit.AMT_TOTAL_RECEIVABLE)),0
1050,STD(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),0
1060,STD(previous_app.SUM(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
1048,MIN(previous_app.STD(installments.SK_ID_CURR)),0
1047,STD(previous_app.MEAN(credit.AMT_PAYMENT_CURRENT)),0
1040,NUM_UNIQUE(previous_app.MODE(credit.NAME_CONTRACT_STATUS)),0
1035,MAX(previous_app.MIN(credit.CNT_INSTALMENT_MATURE_CUM)),0
1026,MAX(previous_app.MEAN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1066,SUM(bureau.SKEW(bureau_balance.MONTHS_BALANCE)),0
1034,STD(previous_app.MEAN(credit.CNT_DRAWINGS_ATM_CURRENT)),0
1068,STD(previous_app.SKEW(credit.CNT_INSTALMENT_MATURE_CUM)),0
1031,MEAN(previous_app.MIN(cash.SK_DPD_DEF)),0
1030,SUM(previous_app.MAX(credit.SK_DPD_DEF)),0
1029,STD(previous_app.MAX(credit.AMT_CREDIT_LIMIT_ACTUAL)),0
1094,SUM(previous_app.MIN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1004,SKEW(previous_app.MEAN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
999,STD(previous_app.MEAN(credit.MONTHS_BALANCE)),0
1126,MAX(previous_app.MIN(installments.NUM_INSTALMENT_NUMBER)),0
957,SKEW(previous_app.STD(credit.AMT_CREDIT_LIMIT_ACTUAL)),0
1119,MEAN(previous_app.STD(credit.SK_DPD)),0
956,MIN(previous_app.MAX(credit.AMT_RECIVABLE)),0
1123,MAX(previous_app.MEAN(installments.SK_ID_CURR)),0
1124,SKEW(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),0
954,MIN(previous_app.SUM(credit.AMT_RECIVABLE)),0
1127,STD(previous_app.SKEW(credit.CNT_DRAWINGS_ATM_CURRENT)),0
998,STD(previous_app.SKEW(credit.AMT_CREDIT_LIMIT_ACTUAL)),0
953,SUM(previous_app.MIN(credit.CNT_DRAWINGS_POS_CURRENT)),0
1129,SUM(previous_app.MIN(credit.AMT_RECIVABLE)),0
950,MAX(previous_app.SKEW(credit.MONTHS_BALANCE)),0
1132,STD(previous_app.SKEW(credit.AMT_PAYMENT_CURRENT)),0
1133,SKEW(previous_app.STD(credit.AMT_INST_MIN_REGULARITY)),0
1135,MAX(previous_app.STD(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
962,STD(previous_app.MIN(credit.AMT_INST_MIN_REGULARITY)),0
1116,SKEW(previous_app.MIN(credit.AMT_DRAWINGS_CURRENT)),0
1115,STD(previous_app.SUM(credit.AMT_BALANCE)),0
965,STD(previous_app.SKEW(credit.SK_DPD)),0
969,SKEW(previous_app.MAX(credit.AMT_DRAWINGS_POS_CURRENT)),0
970,MEAN(previous_app.MIN(credit.AMT_RECIVABLE)),0
971,MEAN(previous_app.STD(credit.SK_ID_CURR)),0
972,STD(previous_app.SKEW(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
974,SKEW(previous_app.MIN(credit.AMT_DRAWINGS_ATM_CURRENT)),0
979,MEAN(previous_app.MEAN(credit.CNT_INSTALMENT_MATURE_CUM)),0
982,MEAN(previous_app.STD(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
986,STD(previous_app.MIN(credit.AMT_DRAWINGS_POS_CURRENT)),0
990,MIN(previous_app.STD(cash.SK_ID_CURR)),0
1101,SUM(previous_app.MIN(credit.SK_DPD)),0
991,MIN(previous_app.SKEW(credit.MONTHS_BALANCE)),0
992,MIN(previous_app.MEAN(cash.SK_ID_CURR)),0
993,STD(previous_app.MIN(credit.SK_DPD)),0
855,SKEW(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),0
850,MAX(previous_app.STD(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
1407,STD(previous_app.MIN(installments.NUM_INSTALMENT_NUMBER)),0
713,SKEW(previous_app.SUM(credit.CNT_DRAWINGS_ATM_CURRENT)),0
1347,STD(previous_app.MIN(credit.AMT_CREDIT_LIMIT_ACTUAL)),0
1348,MEAN(previous_app.MIN(credit.AMT_DRAWINGS_CURRENT)),0
719,STD(previous_app.MIN(credit.AMT_DRAWINGS_CURRENT)),0
1350,MEAN(previous_app.MIN(credit.MONTHS_BALANCE)),0
717,STD(previous_app.MIN(installments.SK_ID_CURR)),0
1352,SKEW(previous_app.MAX(credit.AMT_CREDIT_LIMIT_ACTUAL)),0
712,SUM(previous_app.STD(credit.MONTHS_BALANCE)),0
1345,MAX(previous_app.STD(credit.AMT_DRAWINGS_POS_CURRENT)),0
711,MEAN(previous_app.MIN(credit.CNT_DRAWINGS_POS_CURRENT)),0
708,STD(previous_app.MIN(credit.SK_ID_CURR)),0
706,SKEW(previous_app.STD(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
705,MAX(previous_app.MEAN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1361,MAX(previous_app.STD(credit.MONTHS_BALANCE)),0
1364,MIN(previous_app.MAX(credit.SK_DPD_DEF)),0
1346,MEAN(previous_app.SKEW(credit.MONTHS_BALANCE)),0
721,MEAN(previous_app.SKEW(cash.MONTHS_BALANCE)),0
749,SKEW(previous_app.MIN(cash.SK_DPD_DEF)),0
736,MAX(previous_app.MIN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
743,SUM(previous_app.MIN(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
1329,MIN(previous_app.MAX(credit.SK_DPD)),0
1330,SUM(previous_app.SKEW(credit.MONTHS_BALANCE)),0
737,MODE(previous_app.MODE(credit.NAME_CONTRACT_STATUS)),0
1332,STD(previous_app.MIN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1333,STD(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),0
734,STD(previous_app.SKEW(cash.SK_ID_CURR)),0
724,MEAN(previous_app.MIN(credit.SK_ID_CURR)),0
1337,MAX(previous_app.SUM(credit.SK_DPD)),0
1338,STD(previous_app.MEAN(credit.SK_DPD_DEF)),0
733,MAX(previous_app.SUM(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1340,MEAN(previous_app.MIN(credit.SK_DPD_DEF)),0
732,SKEW(previous_app.MIN(credit.AMT_BALANCE)),0
731,STD(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),0
1365,SUM(previous_app.MIN(credit.CNT_DRAWINGS_ATM_CURRENT)),0
701,SKEW(previous_app.MEAN(credit.MONTHS_BALANCE)),0
1367,STD(previous_app.NUM_UNIQUE(credit.NAME_CONTRACT_STATUS)),0
655,SUM(previous_app.STD(installments.SK_ID_CURR)),0
674,SKEW(previous_app.MAX(credit.AMT_TOTAL_RECEIVABLE)),0
673,SKEW(previous_app.MAX(cash.SK_ID_CURR)),0
1392,MAX(previous_app.SKEW(credit.SK_DPD)),0
1394,SUM(previous_app.SKEW(installments.SK_ID_CURR)),0
668,SUM(previous_app.SKEW(credit.SK_ID_CURR)),0
1396,MAX(previous_app.SKEW(credit.AMT_RECEIVABLE_PRINCIPAL)),0
651,SKEW(previous_app.MIN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1369,SKEW(previous_app.MIN(credit.AMT_DRAWINGS_POS_CURRENT)),0
648,MAX(previous_app.NUM_UNIQUE(credit.NAME_CONTRACT_STATUS)),0
1402,MIN(previous_app.MAX(credit.SK_ID_CURR)),0
1403,MEAN(previous_app.MAX(credit.SK_ID_CURR)),0
647,STD(previous_app.MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT)),0
1405,SKEW(previous_app.MEAN(credit.CNT_DRAWINGS_ATM_CURRENT)),0
646,SKEW(previous_app.MIN(credit.CNT_INSTALMENT_MATURE_CUM)),0
1389,MIN(previous_app.SUM(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1388,STD(previous_app.SUM(credit.CNT_DRAWINGS_ATM_CURRENT)),0
678,MEAN(previous_app.SUM(credit.SK_DPD)),0
681,STD(previous_app.MIN(credit.MONTHS_BALANCE)),0
1385,SKEW(previous_app.MIN(credit.AMT_INST_MIN_REGULARITY)),0
685,MAX(previous_app.MEAN(cash.SK_ID_CURR)),0
1383,SKEW(previous_app.STD(credit.AMT_RECIVABLE)),0
1380,STD(previous_app.MAX(credit.SK_DPD_DEF)),0
1379,MEAN(previous_app.MEAN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
688,SKEW(previous_app.MIN(credit.SK_DPD)),0
1377,MAX(previous_app.SUM(credit.AMT_BALANCE)),0
694,SUM(previous_app.STD(cash.SK_ID_CURR)),0
696,SUM(previous_app.MIN(cash.SK_DPD_DEF)),0
1373,MAX(previous_app.SKEW(credit.AMT_DRAWINGS_POS_CURRENT)),0
1372,MAX(previous_app.MIN(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1371,MIN(previous_app.MEAN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1370,SKEW(previous_app.MEAN(credit.CNT_INSTALMENT_MATURE_CUM)),0
1324,MAX(previous_app.STD(installments.SK_ID_CURR)),0
1321,STD(previous_app.MEAN(credit.AMT_TOTAL_RECEIVABLE)),0
849,STD(previous_app.MAX(credit.AMT_INST_MIN_REGULARITY)),0
1259,MIN(previous_app.SKEW(installments.SK_ID_CURR)),0
1247,SKEW(previous_app.SUM(credit.MONTHS_BALANCE)),0
824,MAX(previous_app.MIN(credit.CNT_DRAWINGS_CURRENT)),0
1253,MIN(previous_app.MEAN(credit.SK_DPD_DEF)),0
818,STD(bureau.SKEW(bureau_balance.MONTHS_BALANCE)),0
1257,SKEW(previous_app.SUM(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1258,MEAN(previous_app.MIN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0
1261,MAX(previous_app.STD(cash.SK_ID_CURR)),0
829,MAX(previous_app.SUM(credit.AMT_INST_MIN_REGULARITY)),0
810,SKEW(previous_app.SUM(credit.AMT_DRAWINGS_ATM_CURRENT)),0
1264,STD(previous_app.MAX(installments.SK_ID_CURR)),0
808,STD(previous_app.MIN(credit.AMT_TOTAL_RECEIVABLE)),0
807,STD(previous_app.MAX(credit.CNT_DRAWINGS_ATM_CURRENT)),0
1267,MAX(previous_app.MIN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0
1268,SKEW(previous_app.MEAN(credit.CNT_DRAWINGS_POS_CURRENT)),0
825,STD(previous_app.SKEW(credit.AMT_INST_MIN_REGULARITY)),0
831,MEAN(previous_app.SUM(credit.SK_DPD_DEF)),0
1319,MAX(previous_app.SUM(credit.AMT_RECEIVABLE_PRINCIPAL)),0
1233,MEAN(previous_app.MEAN(credit.SK_ID_CURR)),0
1227,MEAN(previous_app.SKEW(credit.AMT_RECIVABLE)),0
1228,MEAN(previous_app.STD(installments.SK_ID_CURR)),0
1229,SUM(previous_app.MIN(credit.SK_ID_CURR)),0
1,REG_REGION_NOT_LIVE_REGION,0
845,MEAN(previous_app.MEAN(cash.SK_ID_CURR)),0
844,SKEW(previous_app.STD(cash.SK_ID_CURR)),0
843,MEAN(previous_app.SKEW(installments.SK_ID_CURR)),0
1242,SUM(previous_app.MAX(credit.SK_ID_CURR)),0
840,MAX(bureau.SKEW(bureau_balance.MONTHS_BALANCE)),0
833,MAX(previous_app.MIN(cash.SK_DPD_DEF)),0
1237,SKEW(previous_app.MAX(credit.AMT_INST_MIN_REGULARITY)),0
1238,MAX(previous_app.MEAN(credit.SK_DPD_DEF)),0
